Name,Calories,FatContent,CarbohydrateContent,ProteinContent,SugarContent,SodiumContent,Images
Lemon Roast Potatoes,274.6,10.2,40.7,6.3,3.2,127.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/picAAssla.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/Jlj2pEqFQuKiKoFk5KXu_Lemon Roast Potatoes_0170.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/M0K1vMcqTQSrsKBzSA0G_Lemon Roast Potatoes_0160.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/piccB7g4D.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/picFLNetO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/pic2f1h9L.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/0/pic49OZFp.jpg"")"
Enchilada Casserole,469.4,29.7,24.1,26.4,3.3,930.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/93/3/picIFEPSJ.jpg"""
Fusilli Four Color Pasta,515.0,12.7,79.8,16.0,8.0,871.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/94/1/picKd96iY.jpg"""
Mandarin Orange & White Cake,753.0,37.8,98.7,7.4,78.7,642.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/94/4/picgo2lGU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/94/4/picLnEHzl.jpg"")"
Baked Potatoes Florentine,169.8,4.2,29.1,5.4,2.7,395.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/94/7/pic2icR0q.jpg"""
Toffee Fondue,1184.3,31.8,227.5,8.2,183.7,412.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/2/picexwNni.jpg"""
Italian Pickled Mushrooms,88.5,0.8,11.6,3.8,4.3,23.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/3/pic1ob2yL.jpg"""
Sauerkraut and Bean Soup,111.1,5.8,3.0,11.3,1.0,167.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/6/picoJ9N6O.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/6/picpaYmyT.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/6/picsY9Rv4.jpg"")"
Deviled Eggs,48.2,3.2,1.2,3.4,0.3,66.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/95/7/picvIvaZJ.jpg"""
Jack Daniel's Fudge,404.6,11.3,71.1,1.5,67.3,3.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/96/1/pichw8NNc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/96/1/pic8z9bm7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/96/1/piciUV1iR.jpg"")"
Herb Pepper-Encrusted Beef Fillet,138.8,14.4,2.3,0.9,0.0,445.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/96/5/picHLhwH7.jpg"""
Mexican Pinwheels,82.0,5.5,6.0,2.2,0.7,158.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/96/9/pictbsGsE.jpg"""
Irish Beef Stew,507.4,16.6,36.7,28.2,4.5,523.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/97/0/picucQdxs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/97/0/picwuKB8j.jpg"")"
Sushi-Style Roll-Ups,1281.6,26.1,229.6,28.1,7.5,933.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/97/3/picPtQ3bl.jpg"""
Puffed up Chiles Rellenos,610.6,43.1,28.2,28.1,3.9,659.9,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/97/7/pic0l4AiI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/97/7/picpAKRGZ.jpg"")"
Pork Chop Suey,338.7,13.0,28.4,31.0,17.1,1417.9,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/98/0/picpbxf2B.jpg"""
Beef Short Ribs With Red Chili Sauce,1464.2,131.2,16.8,52.3,3.2,194.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/98/7/picLF5Vil.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/98/7/picAx5STJ.jpg"")"
Avocado Salsa,107.4,8.6,8.4,1.8,2.1,61.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/98/8/pichov3EP.jpg"""
Poseidon's Scallops,278.6,14.8,8.6,27.8,0.7,1250.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/99/5/picDTWcyc.jpg"""
Roasted Red Bell Pepper and Garlic Dip,205.2,19.8,3.3,4.6,0.3,459.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/0/picm7lNG0.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/0/picd1xgTA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/0/picTj26FR.jpg"")"
Goat Cheese and Herb Dip,125.2,11.3,0.7,5.5,0.5,108.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/4/piciQbkNK.jpg"""
Roasted Red Bell Peppers,21.4,1.0,2.6,0.4,1.7,10.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/6/piclvU4vz.jpg"""
Spicy Glazed Prawns,494.6,18.9,21.3,58.1,17.8,440.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/8/piceNuFJY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/8/pic4xeA3Z.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/8/picEGiCfS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/8/picFVptT2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/00/8/picLEbMj2.jpg""
)"
Avocado and Tomatillo Dip,278.7,23.0,20.3,4.2,4.9,13.3,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/2/picDaR5Lz.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/2/picobdLXv.jpg"")"
Old Fashioned Baked Apples,311.1,9.8,59.2,2.6,47.8,46.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/5/piclYYdPN.jpg"""
Lemon Herby Baby Potatoes,157.7,8.8,18.5,2.1,2.3,12.1,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/6/piceUlBUi.jpg"""
Corn and Potato Soup,223.4,6.7,33.3,10.3,2.0,362.2,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/7/picHppeyt.jpg"""
Fabulous Fettuccine,565.4,19.9,78.1,20.3,5.8,326.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/8/pichCV4hJ.jpg"""
Patty Melts,502.0,23.8,34.0,36.8,6.9,1024.3,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/01/9/pica1nWMT.jpg"""
Swirled Cranberry Cheesecake,4575.7,304.1,404.4,78.2,376.7,2756.6,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/1/picTNd7UP.jpg"""
Chocolate Chip Cookies (Grandma's From-Scratch - It's Easy!),140.1,8.2,17.1,1.6,11.5,50.7,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/y5LH1ZjATtCTrNU51c5H-1389203995096.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picLZUFGs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/pic2j3wQ3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/pichOoQdu.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picbo2www.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picHVXebC.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picXWlNs1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picpKB6Fr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picBluIsF.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/6/picM0nkUu.jpg"")"
Prime Rib Roast,114.0,11.4,2.3,1.3,2.1,89.0,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/7/pic65MNQP.jpg"""
Strawberry and Orange Smoothie,118.9,1.6,22.6,5.1,19.6,55.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/9/picp1vCC4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/02/9/picHe0JCg.jpg"")"
Pepper Steak,237.6,7.3,12.2,30.1,3.9,1331.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/WaKMG6iFQViGEoe8sKqC_Pepper-Steak-6.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12030/d7AA2inkSRqaDAMVkYlM_2320860277937790.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12030/2b0eXDfMRy7q8mTAra2H_1503355917184457575041.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/01478901702.jpeg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/12030/IN41iMirRqIye44klbbX_20170810_204051.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/jlDEwAMPSOG440yU0L4y_IMG_0130.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/6y6Jd9T7TUCzHnjx6CA7_image.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/picX4BcAc.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/ciaCzAZzSEmqsq4ntZL8_1605783352915940.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/TbSVvEinSySCDXZzBgHZ_image.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/Frv17L88TCrANHQQWhQh_Pepper-Steak-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/mmG9LERiyMgxbdHQ5HxQ_Pepper-Steak-4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/picg9xJd2.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/picZvoXF2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/0/picy2zwMl.jpg"")"
V-8 juice for canning,213.8,2.1,47.2,9.5,30.9,89.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/3/picfE1XKU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/3/picPaimfI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/3/picsGu7dy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/3/picINwmXA.jpg"")"
Spinach Dip,170.2,14.6,5.3,6.2,2.0,362.4,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/8/piczh95We.jpg"""
Italian Sausage Vegetable Soup,460.5,25.7,26.7,27.0,8.6,1733.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/9/picFNW4gU.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/9/pickVQLKv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/03/9/picBL8MFB.jpg"")"
Marinated Flank Steak With Mustard Sauce,74.7,4.6,5.1,3.5,3.9,268.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/1/pic2GuqiQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/1/picI3gBZy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/1/picoSCUTv.jpg"")"
Danish Browned Cabbage With Caraway,139.3,13.0,5.3,1.2,2.8,35.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/pic7pf3cN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/picqMkpuX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/picZ5HNrZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/pic2FsHji.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/picfY54Kh.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/2/picaPfOit.jpg"")"
Pumpkin & Sweet Potato Soup,314.9,17.0,33.2,10.6,9.8,263.8,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/04/7/picYTVmRW.jpg"""
Havana Cake,1967.0,19.0,374.0,88.9,349.7,422.5,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/05/3/12053.jpg"""
Best Beef Stew,793.5,25.0,81.0,32.7,24.8,657.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/pic7s8uf9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/pic8UY2rI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/picydVu3u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/picwhevgX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/picXTPhj1.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/pic3jItY6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/pic3CK8FZ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/picaZUAZi.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/1/picbv0SAe.jpg"")"
Shirley Temple,0.0,0.0,0.0,0.0,0.0,0.0,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/6/picJOl72u.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/6/picTkDXHc.jpg"")"
Pork tenderloin with Marmalade Sauce,330.9,6.9,30.0,37.1,24.7,533.5,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picZiytcL.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picAgN2KN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/piccI7fCX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picuFkxJd.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picNWmqZI.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picYpHNIY.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/06/7/picsflNlv.jpg"")"
Paula's Easy Homemade (Tastes Like Fresh) Salsa,58.9,0.5,13.5,2.7,4.9,576.7,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/3/picJRvUKx.jpg"""
Blueberry Apples,189.3,0.5,44.1,0.9,35.9,8.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/pic8aP8KI.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/pickV0p10.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/pic73wfXe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picpPE6ti.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/piccqkyGB.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picYfPIwM.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picw0Q4Aq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picLuKKu5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picgEnRBv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/5/picvtM9PJ.jpg""
)"
Roast Turkey (Easy Steps for New Cooks),1104.7,60.4,1.4,130.1,0.0,727.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/7/kzbkXIylTjKPN6XuXwZZ_thanksgiving-turkey-slow-roast-1858.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/7/ezubx73YT6u5Jtzo1CAV_thanksgiving-turkey-slow-roast-1866.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/7/QxRko0svRTS431gPpqqu_thanksgiving-turkey-slow-roast-1861.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/07/7/picUXaamI.jpg""
)"
Pumpkin Marble Cheesecake,478.7,30.4,46.2,7.3,24.4,487.4,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/0/n9Pl9UFMQIuMplNpzfBj_DSC05555-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/0/12080.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/0/M5T9GOICSSDc86nEhrLg_DSC05556-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/0/A99IWLD8RKunszMverc6_DSC05559-2.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/0/picV6byMm.jpg"")"
Halloween Cheddar Fondue (for the adults),264.0,10.5,32.9,10.1,4.4,434.2,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/3/3xTWYLJgSB6xhVZhb8IP_cheese-fondue-2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/3/9s3d8J3S3y087vWPz9YA_cheese-fondue-4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/3/Q6twZSnWTZq4CEeB96GY_cheese-fondue-6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/3/picBZUxy9.jpg""
)"
Ramen Broccoli Slaw,753.5,61.6,43.4,11.7,18.4,590.6,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/pUJO8WuTrWOyJgUJgwQl_broccoli%20slaw.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/AR2KG8y8Tsm5ZY6QueDC_DSC_0077.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/esBA4ECKQG2a64p8mRVf_broccoli%20slaw.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/picPamUHD.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/pic3L37jO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/08/4/picKYwE7n.jpg"")"
Autumn Apple Cheesecake,408.6,27.9,37.1,5.5,30.1,254.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/4/picUKG2Yk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/4/pic3C47jX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/4/12094.jpg"")"
Sour Cream Apple Pie,505.2,26.6,63.7,4.8,41.9,322.1,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/7/picNgEzlJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/7/picUzZ5bF.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/7/picVy6S5C.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/7/pictS2DVK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/7/picRNHF9F.jpg""
)"
Halloween Bonfire Potatoes,402.7,18.2,38.1,22.0,1.9,525.8,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/9/pichFIwAh.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/09/9/picfRp5DH.jpg"")"
